station,date,tair,twet,rh,tdew
22719,20141118:1500,18.6,15.1,67,12.4
22719,20141118:1600,18.1,14.5,66,11.7
22719,20141118:1700,17.4,14,67,11.2
22719,20141118:1800,16.8,13.7,69,11.1
22719,20141118:1900,15.8,13.1,72,10.8
22719,20141118:2000,15.5,13.1,75,11.1
22719,20141118:2100,15.2,12.8,74,10.6
22719,20141118:2200,15.1,12.8,75,10.7
22719,20141118:2300,14.7,12.7,78,10.9
22719,20141119:0000,14.3,12.4,79,10.7
22719,20141119:0100,13.3,11.6,80,9.9
22719,20141119:0200,12.7,11.3,83,9.9
22719,20141119:0300,12.3,11.1,85,9.9
22719,20141119:0400,11.8,10.7,86,9.5
22719,20141119:0500,11.6,10.4,85,9.2
22719,20141119:0600,13,11.5,82,10
22719,20141119:0700,15.3,13.1,76,11.1
22719,20141119:0800,17.6,13.8,63,10.5
22719,20141119:0900,18.6,14.1,58,10.2
22719,20141119:1000,19.1,14.1,55,9.9
22719,20141119:1100,19.6,14.8,57,10.9
22719,20141119:1200,20.5,15.3,55,11.2
22719,20141119:1300,20.1,15.1,56,11.1
22719,20141119:1400,19,15,63,11.8
22719,20141119:1500,18.2,14.5,65,11.5
22719,20141119:1600,18,14.8,69,12.3
22719,20141119:1700,18.4,14.7,65,11.7
22719,20141119:1800,17.3,14.3,70,11.8
22719,20141119:1900,16.4,13.7,72,11.4
22719,20141119:2000,15.9,13.5,75,11.5
22719,20141119:2100,14.7,13.3,85,12.2
22719,20141119:2200,14.5,13.1,84,11.8
22719,20141119:2300,14.8,12.7,77,10.8
22719,20141120:0000,13.4,11.5,78,9.7
22719,20141120:0100,13.5,11.7,79,9.9
22719,20141120:0200,13.2,10.6,70,7.9
22719,20141120:0300,12.9,10.4,71,7.8
22719,20141120:0400,11.7,10.1,80,8.4
22719,20141120:0500,12.1,10.6,82,9.1
22719,20141120:0600,12.3,10.4,78,8.6
22719,20141120:0700,14.4,11.5,69,8.8
22719,20141120:0800,15,11.7,65,8.5
22719,20141120:0900,15.6,11.6,59,7.6
22719,20141120:1000,16,11.8,58,7.8
22719,20141120:1100,16.1,12.7,65,9.5
22719,20141120:1200,17.1,13.1,61,9.5
22719,20141120:1300,17.1,13,60,9.3
22719,20141120:1400,18,14,62,10.6
22719,20141120:1500,18,13.7,59,9.9
22719,20141120:1600,16.9,13.1,62,9.6
22719,20141120:1700,16,12.2,61,8.5
22719,20141120:1800,15.5,11.9,63,8.5
22719,20141120:1900,14.7,11.8,69,9.1
22719,20141120:2000,14.6,12,72,9.6
22719,20141120:2100,14.4,11.7,71,9.2
22719,20141120:2200,14.3,11.3,67,8.3
22719,20141120:2300,14.3,11.6,70,8.9
22719,20141121:0000,13.8,11.3,72,8.9
22719,20141121:0100,13.4,11.3,76,9.3
22719,20141121:0200,13.7,11.8,78,9.9
22719,20141121:0300,14,12.1,79,10.4
22719,20141121:0400,13.3,11.6,80,9.9
22719,20141121:0500,14.3,12.2,77,10.3
22719,20141121:0600,14.5,12.4,77,10.5
22719,20141121:0700,15.4,12.9,74,10.8
22719,20141121:0800,17.8,14.5,68,11.8
22719,20141121:0900,17.4,13.8,65,10.8
22719,20141121:1000,18.2,14.2,62,10.8
22719,20141121:1100,18.1,14.1,62,10.7
22719,20141121:1200,18.6,14.8,64,11.7
22719,20141121:1300,19.2,14.9,61,11.5
22719,20141121:1400,19.7,15.4,61,12
22719,20141121:1500,19.1,15.3,65,12.4
22719,20141121:1600,18.4,14.8,66,11.9
22719,20141121:1700,18.6,15,66,12.1
22719,20141121:1800,17.4,14.1,68,11.5
22719,20141121:1900,16.1,13.4,72,11.1
22719,20141121:2000,16,13.6,75,11.6
22719,20141121:2100,15.4,13.5,80,12
22719,20141121:2200,15,13.5,84,12.3
22719,20141121:2300,15.3,13.9,85,12.8
22719,20141122:0000,15.9,14.5,85,13.4
22719,20141122:0100,16.7,15.5,87,14.5
22719,20141122:0200,16.4,15.5,90,14.8
22719,20141122:0300,16.5,15.7,91,15
22719,20141122:0400,16.4,15.6,91,14.9
22719,20141122:0500,16.6,15.7,90,15
22719,20141122:0600,16.9,16,91,15.4
22719,20141122:0700,17.9,16.4,85,15.4
22719,20141122:0800,18.8,17,83,15.9
22719,20141122:0900,19.3,17.2,80,15.8
22719,20141122:1000,19.7,17.6,80,16.2
22719,20141122:1100,18.4,16.5,81,15.1
22719,20141122:1200,19.9,17.2,75,15.4
22719,20141122:1300,21.4,17.8,69,15.5
22719,20141122:1400,21.2,17.4,67,14.8
22719,20141122:1500,20,16.5,68,13.9
22719,20141122:1600,19.3,16.5,74,14.6
22719,20141122:1700,17.8,15.9,81,14.5
22719,20141122:1800,17.7,16,83,14.8
22719,20141122:1900,17.8,15.9,81,14.5
22719,20141122:2000,17,15.9,89,15.2
22719,20141122:2100,17.2,16.2,90,15.6
22719,20141122:2200,17.3,16.5,92,16
22719,20141122:2300,17.4,16.6,92,16.1
22719,20141123:0000,17.4,16.6,92,16.1
22719,20141123:0100,17.1,16.3,92,15.8
22719,20141123:0200,16.2,15.5,92,14.9
22719,20141123:0300,15.7,14.8,90,14.1
22719,20141123:0400,15.4,14.4,89,13.6
22719,20141123:0500,15.2,14,87,13.1
22719,20141123:0600,15.5,14.2,86,13.2
22719,20141123:0700,16,14.3,82,12.9
22719,20141123:0800,16.8,14.4,76,12.6
22719,20141123:0900,18.3,14.7,66,11.9
22719,20141123:1000,18.9,15.1,65,12.2
22719,20141123:1100,18.9,14.8,62,11.5
22719,20141123:1200,19.3,14.6,57,10.6
22719,20141123:1300,19.8,15.7,63,12.6
22719,20141123:1400,19.4,15.6,65,12.7
22719,20141123:1500,19.3,15.7,67,13
22719,20141123:1600,19.3,16,69,13.5
22719,20141123:1700,18.5,15.1,68,12.5
22719,20141123:1800,17.9,14.8,70,12.4
22719,20141123:1900,15.9,13.4,74,11.3
22719,20141123:2000,15.4,13.1,76,11.2
22719,20141123:2100,15.1,12.8,75,10.7
22719,20141123:2200,15.4,12.8,73,10.6
22719,20141123:2300,15.3,12.9,74,10.7
22719,20141124:0000,15.2,12.8,74,10.6
22719,20141124:0100,14.6,12.4,76,10.4
22719,20141124:0200,14.1,12.3,80,10.7
22719,20141124:0300,14.2,12.4,80,10.8
22719,20141124:0400,13.9,12.2,81,10.7
22719,20141124:0500,14.3,12.8,83,11.5
22719,20141124:0600,14.9,13.4,84,12.2
22719,20141124:0700,14.4,13.2,86,12.1
22719,20141124:0800,15.6,13.9,82,12.6
22719,20141124:0900,16.2,14.6,83,13.3
22719,20141124:1000,17.2,15.6,84,14.5
22719,20141124:1100,18.5,17,85,15.9
22719,20141124:1200,19.6,17.8,83,16.6
22719,20141124:1300,20.6,18.6,82,17.4
22719,20141124:1400,20,18.1,82,16.8
22719,20141124:1500,20.1,18.9,89,18.2
22719,20141124:1600,19.4,18.2,88,17.4
22719,20141124:1700,19.2,18,88,17.2
22719,20141124:1800,19.3,18.1,88,17.3
22719,20141124:1900,18.9,17.7,88,16.9
22719,20141124:2000,18.6,17.5,89,16.8
22719,20141124:2100,18.3,17.3,90,16.6
22719,20141124:2200,18.3,17.4,91,16.8
22719,20141124:2300,18.4,17.4,90,16.7
22719,20141125:0000,18.3,17.4,91,16.8
22719,20141125:0100,18.3,17.4,91,16.8
22719,20141125:0200,18.1,17.3,92,16.8
22719,20141125:0300,18.1,17.3,92,16.8
22719,20141125:0400,18,17.2,92,16.7
22719,20141125:0500,17.9,17.1,92,16.6
22719,20141125:0600,17.8,17.1,93,16.7
22719,20141125:0700,18.4,17.6,92,17.1
22719,20141125:0800,18.8,17.8,90,17.1
22719,20141125:0900,19.6,17.8,83,16.6
22719,20141125:1000,19.6,17.7,82,16.5
22719,20141125:1100,21.1,18.8,79,17.3
22719,20141125:1200,21.6,18.9,76,17.2
22719,20141125:1300,22.7,20,77,18.5
22719,20141125:1400,21.6,19.1,78,17.6
22719,20141125:1500,21.2,19.1,81,17.8
22719,20141125:1600,20.9,18.8,81,17.5
22719,20141125:1700,19.8,18.1,84,17
22719,20141125:1800,19.5,18,86,17.1
22719,20141125:1900,18.7,17.4,87,16.5
22719,20141125:2000,18.2,17.1,89,16.4
22719,20141125:2100,17.9,16.9,90,16.3
22719,20141125:2200,18.1,17,89,16.3
22719,20141125:2300,18,16.9,89,16.2
22719,20141126:0000,18,16.9,89,16.2
22719,20141126:0100,17.8,16.8,90,16.1
22719,20141126:0200,17.8,16.6,88,15.8
22719,20141126:0300,18,16.7,87,15.8
22719,20141126:0400,17.3,16,87,15.1
22719,20141126:0500,17.4,16.1,87,15.2
22719,20141126:0600,17.8,16.5,87,15.6
22719,20141126:0700,19.2,17.2,81,15.9
22719,20141126:0800,19.7,17.8,82,16.5
22719,20141126:0900,20.2,18.5,84,17.4
22719,20141126:1000,20.8,19.1,84,18
22719,20141126:1100,22.2,19.9,80,18.6
22719,20141126:1200,17.8,16.2,84,15.1
22719,20141126:1300,17.9,16.1,82,14.8
22719,20141126:1400,18.4,15.9,76,14.1
22719,20141126:1500,19,16.7,78,15.1
22719,20141126:1600,19.1,16.6,76,14.8
22719,20141126:1700,18.4,15.6,73,13.5
22719,20141126:1800,17.1,14.3,72,12
22719,20141126:1900,16.4,14.2,77,12.4
22719,20141126:2000,15.9,14.1,81,12.7
22719,20141126:2100,15.4,13.7,82,12.4
22719,20141126:2200,14.9,13.3,82,11.9
22719,20141126:2300,14.8,13.1,81,11.6
22719,20141127:0000,15,13.3,81,11.8
22719,20141127:0100,15.5,13.5,79,11.9
22719,20141127:0200,15.2,13.2,78,11.4
22719,20141127:0300,15.3,13.3,79,11.7
22719,20141127:0400,14.6,12.6,78,10.8
22719,20141127:0500,14.2,12.4,80,10.8
22719,20141127:0600,15.1,13.2,79,11.5
22719,20141127:0700,17.9,15.1,73,13
22719,20141127:0800,18.2,14.9,68,12.2
22719,20141127:0900,18.1,14.5,66,11.7
22719,20141127:1000,19.3,15.6,66,12.8
22719,20141127:1100,19.3,15.4,64,12.3
22719,20141127:1200,19.7,15.4,61,12
22719,20141127:1300,19.8,15.1,58,11.3
22719,20141127:1400,20,15.4,59,11.8
22719,20141127:1500,19.8,15.5,61,12.1
22719,20141127:1600,20.2,15.4,58,11.7
22719,20141127:1700,19.8,15.7,63,12.6
22719,20141127:1800,19,15.3,66,12.5
22719,20141127:1900,17,14.1,71,11.7
22719,20141127:2000,16,13.9,78,12.2
22719,20141127:2100,15.5,13.9,83,12.6
22719,20141127:2200,15,13.5,84,12.3
22719,20141127:2300,14.8,13.3,84,12.1
22719,20141128:0000,15.5,13.9,83,12.6
22719,20141128:0100,16.4,14.7,82,13.3
22719,20141128:0200,16.7,15.1,83,13.8
22719,20141128:0300,16.6,14.9,82,13.5
22719,20141128:0400,16.2,14.6,83,13.3
22719,20141128:0500,16.5,14.7,81,13.2
22719,20141128:0600,15.1,14,88,13.1
22719,20141128:0700,15.2,14.3,90,13.6
22719,20141128:0800,15,14.2,91,13.6
22719,20141128:0900,15.1,14.4,92,13.8
22719,20141128:1000,15.2,14,87,13.1
22719,20141128:1100,18.9,16.4,76,14.6
22719,20141128:1200,19.9,15.4,60,11.9
22719,20141128:1300,18.1,15,70,12.6
22719,20141128:1400,17.1,14.7,76,12.8
22719,20141128:1500,18,14.5,66,11.6
22719,20141128:1600,17.1,13.2,62,9.8
22719,20141128:1700,16.3,13.1,67,10.2
22719,20141128:1800,14.8,12.3,73,10
22719,20141128:1900,13.8,11.4,73,9.1
22719,20141128:2000,13.1,11,76,9
22719,20141128:2100,12.2,10.6,81,9.1
22719,20141128:2200,13,10.9,76,8.9
22719,20141128:2300,13,10.7,74,8.5
22719,20141129:0000,13,10.5,71,7.9
22719,20141129:0100,13.1,10.4,69,7.6
22719,20141129:0200,13.9,10.8,66,7.7
22719,20141129:0300,12.6,10.9,80,9.3
22719,20141129:0400,13.2,11.3,78,9.5
22719,20141129:0500,12.6,10.9,80,9.3
22719,20141129:0600,13.6,11.1,72,8.7
22719,20141129:0700,14.5,11.5,68,8.7
22719,20141129:0800,15.5,12.2,66,9.2
22719,20141129:0900,16.2,13.1,68,10.3
22719,20141129:1000,17.3,13.4,62,10
22719,20141129:1100,17.6,13.9,64,10.7
22719,20141129:1200,17.9,13.9,62,10.5
22719,20141129:1300,18.1,13.9,60,10.2
22719,20141129:1400,17.5,13,57,8.9
22719,20141129:1500,17.4,13.4,61,9.8
22719,20141129:1600,17.2,13.3,62,9.9
22719,20141129:1700,16.6,12.8,62,9.3
22719,20141129:1800,15.7,12.3,65,9.2
22719,20141129:1900,14.9,11.6,65,8.4
22719,20141129:2000,14.1,10.6,62,7
22719,20141129:2100,14.1,11,66,7.9
22719,20141129:2200,14.2,11.2,67,8.2
22719,20141129:2300,14,11.1,68,8.2
22719,20141130:0000,14,11.5,72,9.1
22719,20141130:0100,13.4,10.7,70,8.1
22719,20141130:0200,14.1,11.7,73,9.3
22719,20141130:0300,14.3,11.9,74,9.7
22719,20141130:0400,14.3,12,75,10
22719,20141130:0500,14.1,11.9,76,10
22719,20141130:0600,14.9,12.1,70,9.5
22719,20141130:0700,15.8,12.7,68,9.9
22719,20141130:0800,16.9,13.8,69,11.2
22719,20141130:0900,17.6,13.8,63,10.5
22719,20141130:1000,18.4,13.6,55,9.2
22719,20141130:1100,18,13.3,56,9.1
22719,20141130:1200,20.4,15.1,54,10.8
22719,20141130:1300,19.4,14.8,58,11
22719,20141130:1400,17.2,14.5,73,12.3
22719,20141130:1500,15.8,13.3,74,11.2
22719,20141130:1600,18,15.1,72,12.9
22719,20141130:1700,16.6,14.5,78,12.8
22719,20141130:1800,16.9,13.6,67,10.7
22719,20141130:1900,16,13,69,10.3
22719,20141130:2000,15.1,12.7,74,10.5
22719,20141130:2100,14.2,12.5,81,11
22719,20141130:2200,14.1,12.7,84,11.5
22719,20141130:2300,14.3,11.9,74,9.7
22719,20141201:0000,13.9,12.1,80,10.5
22719,20141201:0100,13.2,11.6,82,10.2
22719,20141201:0200,13.7,11.8,79,10.1
22719,20141201:0300,13.7,11.4,74,9.2
22719,20141201:0400,13,11.3,80,9.6
22719,20141201:0500,13.8,10.9,68,8
22719,20141201:0600,13.8,11.6,75,9.5
22719,20141201:0700,14.3,11.4,68,8.5
22719,20141201:0800,15.8,12.4,65,9.3
22719,20141201:0900,16.4,13.4,69,10.7
22719,20141201:1000,15.1,12.7,74,10.5
22719,20141201:1100,17.3,13.5,63,10.2
22719,20141201:1200,17.2,13.3,62,9.9
22719,20141201:1300,16.4,13.2,68,10.5
22719,20141201:1400,17.4,13.6,63,10.3
22719,20141201:1500,16.4,12.7,63,9.4
22719,20141201:1600,17.1,13.2,62,9.8
22719,20141201:1700,15.8,12.4,65,9.3
22719,20141201:1800,15.5,11.6,60,7.8
22719,20141201:1900,14.6,11.5,67,8.6
22719,20141201:2000,14.1,11.3,69,8.5
22719,20141201:2100,13.5,10.4,65,7.1
22719,20141201:2200,13.1,9.8,63,6.2
22719,20141201:2300,12.6,10,70,7.3
22719,20141202:0000,11.2,9.4,78,7.5
22719,20141202:0100,11.7,10,79,8.2
22719,20141202:0200,12.3,9.9,72,7.4
22719,20141202:0300,11.3,9.5,78,7.6
22719,20141202:0400,10.8,9.1,79,7.3
22719,20141202:0500,9.7,8.2,80,6.4
22719,20141202:0600,11.5,9.3,73,6.8
22719,20141202:0700,13.1,10,65,6.7
22719,20141202:0800,14.2,10.2,57,5.8
22719,20141202:0900,15,10.4,52,5.2
22719,20141202:1000,17.1,13.8,67,10.9
22719,20141202:1100,16.8,11.1,45,4.8
22719,20141202:1200,17.6,11.2,41,4.2
22719,20141202:1300,18.1,11.8,42,5
22719,20141202:1400,18,11.4,40,4.2
22719,20141202:1500,18.2,12.7,49,7.3
22719,20141202:1600,17.7,12.2,48,6.6
22719,20141202:1700,17.2,11.9,49,6.4
22719,20141202:1800,16.8,11.5,49,6.1
22719,20141202:1900,15.3,11.1,57,6.9
22719,20141202:2000,14.3,11,64,7.6
22719,20141202:2100,13.9,11.1,69,8.3
22719,20141202:2200,13.7,11,70,8.4
22719,20141202:2300,13.6,11.2,73,8.9
22719,20141203:0000,12.6,11.1,82,9.6
22719,20141203:0100,11.1,10.3,90,9.5
22719,20141203:0200,10.8,10.2,92,9.6
22719,20141203:0300,11,10.4,92,9.8
22719,20141203:0400,11.8,10.7,86,9.5
22719,20141203:0500,12,10.3,79,8.5
22719,20141203:0600,14.1,11.6,72,9.1
22719,20141203:0700,15.2,12.2,68,9.4
22719,20141203:0800,16.1,12.2,61,8.6
22719,20141203:0900,17.1,12.6,56,8.3
22719,20141203:1000,17.9,13.5,58,9.5
22719,20141203:1100,17.7,13,55,8.6
22719,20141203:1200,18.2,14.5,65,11.5
22719,20141203:1300,20.1,16.1,64,13.1
22719,20141203:1400,19.8,15.6,62,12.3
22719,20141203:1500,18.1,14.7,67,11.9
22719,20141203:1600,17.8,14.2,65,11.2
22719,20141203:1700,17.6,13.7,62,10.3
22719,20141203:1800,16.7,13.3,66,10.3
22719,20141203:1900,15.9,12.9,69,10.2
22719,20141203:2000,15.2,12.1,67,9.1
22719,20141203:2100,14.5,11.4,67,8.5
22719,20141203:2200,14.1,11.4,70,8.7
22719,20141203:2300,13.7,11.4,74,9.2
22719,20141204:0000,13.9,11.9,78,10.2
22719,20141204:0100,14.3,12.2,77,10.3
22719,20141204:0200,14.6,12.6,78,10.8
22719,20141204:0300,14.4,12.3,77,10.4
22719,20141204:0400,14.6,12.2,74,10
22719,20141204:0500,14.6,12.1,73,9.8
22719,20141204:0600,14.7,11.7,68,8.9
22719,20141204:0700,15.5,12.4,68,9.6
22719,20141204:0800,16.5,13,65,9.9
22719,20141204:0900,16.8,13.3,65,10.2
22719,20141204:1000,17.5,14,66,11.1
22719,20141204:1100,17.1,13.9,68,11.2
22719,20141204:1200,18.8,14.6,61,11.1
22719,20141204:1300,17.6,14,65,11
22719,20141204:1400,18.4,14.4,62,11
22719,20141204:1500,20.3,15.4,57,11.5
22719,20141204:1600,18.8,14.7,62,11.4
22719,20141204:1700,18.5,14.8,65,11.8
22719,20141204:1800,17.5,14.2,68,11.5
22719,20141204:1900,16.5,13.5,70,11
22719,20141204:2000,15.9,13.4,74,11.3
22719,20141204:2100,15.9,13.5,75,11.5
22719,20141204:2200,15.4,13.3,78,11.6
22719,20141204:2300,15.4,13.4,79,11.8
22719,20141205:0000,15,13.2,80,11.6
22719,20141205:0100,15,13,78,11.2
22719,20141205:0200,14.6,12.9,81,11.4
22719,20141205:0300,14.2,12.8,84,11.5
22719,20141205:0400,14.6,13,82,11.6
22719,20141205:0500,14.4,12.9,83,11.6
22719,20141205:0600,15.2,13.7,84,12.5
22719,20141205:0700,17.9,15.3,75,13.4
22719,20141205:0800,19.3,16,69,13.5
22719,20141205:0900,19.2,16,70,13.6
22719,20141205:1000,19.7,16,66,13.2
22719,20141205:1100,19.9,16.6,70,14.3
22719,20141205:1200,20.4,17.3,72,15.2
22719,20141205:1300,21,17.8,72,15.8
22719,20141205:1400,20.7,17.7,73,15.7
22719,20141205:1500,19.8,17.2,76,15.5
22719,20141205:1600,20.2,17.5,75,15.6
22719,20141205:1700,20,17.2,74,15.2
22719,20141205:1800,19.4,16.8,76,15.1
22719,20141205:1900,17.4,15.7,83,14.5
22719,20141205:2000,17.4,16.2,88,15.4
22719,20141205:2100,17,15.5,85,14.5
22719,20141205:2200,17.3,15.9,86,14.9
22719,20141205:2300,17.3,15.9,86,14.9
22719,20141206:0000,17.2,15.7,85,14.7
22719,20141206:0100,16.4,15.3,88,14.4
22719,20141206:0200,15.9,15.1,91,14.4
22719,20141206:0300,15.6,15,93,14.5
22719,20141206:0400,15.4,14.5,90,13.8
22719,20141206:0500,15.1,14.7,96,14.5
22719,20141206:0600,15.7,14.8,90,14.1
22719,20141206:0700,15.9,14.3,83,13
22719,20141206:0800,17.6,15,74,12.9
22719,20141206:0900,18.5,15.7,73,13.6
22719,20141206:1000,19.5,15.6,64,12.5
22719,20141206:1100,21.7,16.7,58,13.1
22719,20141206:1200,21.8,17.3,62,14.2
22719,20141206:1300,22.3,17.8,62,14.7
22719,20141206:1400,21.9,16.8,57,13
22719,20141206:1500,21.6,18.2,70,15.9
22719,20141206:1600,21.2,18.3,74,16.4
22719,20141206:1700,20.6,17.6,73,15.6
22719,20141206:1800,19.7,16.9,74,14.9
22719,20141206:1900,18.4,16,77,14.3
22719,20141206:2000,17.1,15.3,82,14
22719,20141206:2100,17,15.4,84,14.3
22719,20141206:2200,17.3,15.8,85,14.8
22719,20141206:2300,16.8,15.3,85,14.3
22719,20141207:0000,16.8,15.4,86,14.4
22719,20141207:0100,16.6,15.3,86,14.3
22719,20141207:0200,16.1,14.9,87,13.9
22719,20141207:0300,15.8,14.9,90,14.2
22719,20141207:0400,15.6,14.8,91,14.1
22719,20141207:0500,15.6,14.9,92,14.3
22719,20141207:0600,17.5,15.9,84,14.8
22719,20141207:0700,18.3,16.4,81,15
22719,20141207:0800,19.4,16.7,75,14.9
22719,20141207:0900,20.6,17.2,70,14.9
22719,20141207:1000,20.2,16.9,70,14.6
22719,20141207:1100,20.7,16.9,66,14.1
22719,20141207:1200,20.4,17.3,72,15.2
22719,20141207:1300,20.6,17.7,74,15.8
22719,20141207:1400,20.9,17.6,71,15.4
22719,20141207:1500,21.1,17.9,72,15.9
22719,20141207:1600,21,17.7,71,15.6
22719,20141207:1700,19.8,17.2,76,15.5
22719,20141207:1800,19,16.8,79,15.3
22719,20141207:1900,18.4,16.9,85,15.8
22719,20141207:2000,17.7,16.6,89,15.9
22719,20141207:2100,17.9,16.6,87,15.7
22719,20141207:2200,17.7,17,93,16.6
22719,20141207:2300,17.7,17.3,96,17.1
22719,20141208:0000,17.6,17.2,96,17
22719,20141208:0100,17.7,17.2,95,16.9
22719,20141208:0200,17.6,17.2,96,17
22719,20141208:0300,17.3,17,97,16.8
22719,20141208:0400,17.4,17.1,97,16.9
22719,20141208:0500,17.2,16.9,97,16.7
22719,20141208:0600,17.6,16.9,93,16.5
22719,20141208:0700,18.1,17.1,90,16.4
22719,20141208:0800,18.9,17.4,85,16.3
22719,20141208:0900,19.2,17.5,84,16.4
22719,20141208:1000,20.8,18.3,77,16.6
22719,20141208:1100,22.2,18.4,68,16
22719,20141208:1200,22.6,19.1,70,16.9
22719,20141208:1300,23.9,20,68,17.6
22719,20141208:1400,24.1,19.6,64,16.9
22719,20141208:1500,21,17.8,72,15.8
22719,20141208:1600,20.2,16.9,70,14.6
22719,20141208:1700,21.1,17,64,14
22719,20141208:1800,19,15.9,71,13.6
22719,20141208:1900,18.1,16.3,82,15
22719,20141208:2000,17.5,16,85,15
22719,20141208:2100,17.4,15.9,85,14.9
22719,20141208:2200,17.4,16,86,15
22719,20141208:2300,17.4,16.1,87,15.2
22719,20141209:0000,17.2,16,88,15.2
22719,20141209:0100,17.2,15.9,87,15
22719,20141209:0200,17.3,15.9,86,14.9
22719,20141209:0300,17.1,15.8,87,14.9
22719,20141209:0400,16.9,15.8,89,15.1
22719,20141209:0500,16.8,15.7,89,15
22719,20141209:0600,16.5,15.7,91,15
22719,20141209:0700,16.8,15.9,91,15.3
22719,20141209:0800,17.5,16.4,89,15.7
22719,20141209:0900,18.5,17,85,15.9
22719,20141209:1000,18.8,17.2,84,16.1
22719,20141209:1100,20.2,18,80,16.6
22719,20141209:1200,22.1,19,73,17
22719,20141209:1300,19.8,18.3,86,17.4
22719,20141209:1400,22,19.4,77,17.8
22719,20141209:1500,20.1,18.5,85,17.5
22719,20141209:1600,19.4,18.3,89,17.6
22719,20141209:1700,19.2,18.2,90,17.5
22719,20141209:1800,19.2,17.7,86,16.8
22719,20141209:1900,19.1,17.3,83,16.2
22719,20141209:2000,18.8,17.3,85,16.2
22719,20141209:2100,18.4,17.2,88,16.4
22719,20141209:2200,18.6,17.3,87,16.4
22719,20141209:2300,17.6,16.5,89,15.8
22719,20141210:0000,17,16.2,92,15.7
22719,20141210:0100,17,16.3,93,15.9
22719,20141210:0200,17.1,16.3,92,15.8
22719,20141210:0300,17,16.1,91,15.5
22719,20141210:0400,17,16.1,91,15.5
22719,20141210:0500,17.1,16,89,15.3
22719,20141210:0600,17.5,16.2,87,15.3
22719,20141210:0700,17.9,16.3,84,15.2
22719,20141210:0800,19.1,16.6,76,14.8
22719,20141210:0900,20.2,16.9,70,14.6
22719,20141210:1000,22.3,18.8,70,16.6
22719,20141210:1100,22.8,18.1,61,14.9
22719,20141210:1200,22.2,17.8,63,14.8
22719,20141210:1300,22.4,18.1,64,15.3
22719,20141210:1400,22.8,18.6,65,15.9
22719,20141210:1500,21.6,18,69,15.7
22719,20141210:1600,20.9,17.4,69,15
22719,20141210:1700,19.5,16.9,76,15.2
22719,20141210:1800,17.6,16.8,92,16.3
22719,20141210:1900,17.4,16.7,93,16.3
22719,20141210:2000,17.6,17,94,16.6
22719,20141210:2100,17.7,17.1,94,16.7
22719,20141210:2200,17.8,17.4,96,17.2
22719,20141210:2300,18,17.5,95,17.2
22719,20141211:0000,18.1,17.7,96,17.5
22719,20141211:0100,18.2,17.7,95,17.4
22719,20141211:0200,18.3,17.8,95,17.5
22719,20141211:0300,18.1,17.6,95,17.3
22719,20141211:0400,17.9,17.3,94,16.9
22719,20141211:0500,17.7,17.2,95,16.9
22719,20141211:0600,17.8,17.3,95,17
22719,20141211:0700,18.7,17.9,92,17.4
22719,20141211:0800,20.3,18.8,86,17.9
22719,20141211:0900,20.1,18.5,85,17.5
22719,20141211:1000,19.2,18.2,90,17.5
22719,20141211:1100,20.4,19,87,18.2
22719,20141211:1200,21.9,19.6,80,18.3
22719,20141211:1300,20.2,18.3,82,17
22719,20141211:1400,20.3,18.9,87,18.1
22719,20141211:1500,20.8,18.8,82,17.6
22719,20141211:1600,20.7,18.6,81,17.3
22719,20141211:1700,20.6,18.6,82,17.4
22719,20141211:1800,19.4,18.2,88,17.4
22719,20141211:1900,18.5,17.4,89,16.7
22719,20141211:2000,18.1,16.7,86,15.7
22719,20141211:2100,17.3,16,87,15.1
22719,20141211:2200,17.4,15.8,84,14.7
22719,20141211:2300,17.1,15.7,86,14.7
22719,20141212:0000,17.3,15.7,84,14.6
22719,20141212:0100,17.3,15.7,84,14.6
22719,20141212:0200,16.8,14.7,79,13.1
22719,20141212:0300,16.7,14.9,81,13.4
22719,20141212:0400,16.4,14.4,79,12.8
22719,20141212:0500,16.2,14.5,82,13.1
22719,20141212:0600,16.5,14.8,82,13.4
22719,20141212:0700,16.6,14.7,80,13.1
22719,20141212:0800,16.9,15.1,82,13.8
22719,20141212:0900,17.4,15.5,81,14.1
22719,20141212:1000,18.1,15.7,77,14
22719,20141212:1100,18.9,15.9,72,13.8
22719,20141212:1200,18.1,15.2,72,13
22719,20141212:1300,18.2,15,69,12.4
22719,20141212:1400,18.2,14.9,68,12.2
22719,20141212:1500,18.6,15.1,67,12.4
22719,20141212:1600,18,14.5,66,11.6
22719,20141212:1700,17.4,14.3,69,11.7
22719,20141212:1800,17.1,13.8,67,10.9
22719,20141212:1900,16.4,13.9,74,11.8
22719,20141212:2000,15.6,13.5,78,11.8
22719,20141212:2100,15.6,13.5,78,11.8
22719,20141212:2200,15.2,13.7,84,12.5
22719,20141212:2300,15.3,13.8,84,12.6
22719,20141213:0000,15.3,13.5,81,12.1
22719,20141213:0100,15.8,13.5,76,11.6
22719,20141213:0200,15.8,13.3,74,11.2
22719,20141213:0300,15.7,13.2,74,11.1
22719,20141213:0400,15.1,13,77,11.1
22719,20141213:0500,14.8,13.2,82,11.8
22719,20141213:0600,15.2,13.2,78,11.4
22719,20141213:0700,16.4,13.5,70,10.9
22719,20141213:0800,17.3,13.6,64,10.5
22719,20141213:0900,18,13.9,61,10.4
22719,20141213:1000,18.4,14.2,61,10.8
